URL,volunteer_1,volunteer_2,volunteer_3,volunteer_4,volunteer_5,volunteer_6,Final_label
https://github.com/pytorch/pytorch/issues/93880,A4,B1,A4,A4,A4,A4,A4
https://github.com/pytorch/pytorch/issues/36035,C1,B3,C1,C1,C1,C1,C1
https://github.com/pytorch/pytorch/issues/56747,A4,C1,C1,C1,A4,C1,C1
https://github.com/pytorch/pytorch/issues/37377,A3,A3,A3,A3,A2,A3,A3
https://github.com/pytorch/pytorch/issues/78915,F2,A4,F2,G2,G2,F2,F2
https://github.com/pytorch/pytorch/issues/41508,E2,E2,E2,E2,E2,G4,E2
https://github.com/pytorch/pytorch/issues/78044,C1,A4,C1,C1,A4,C1,C1
https://github.com/pytorch/pytorch/issues/81760,A1,G3,A1,A1,G3,A1,A1
https://github.com/pytorch/pytorch/issues/67864,G2,G2,G2,G1,G2,G2,G2
https://github.com/pytorch/pytorch/issues/33288,A1,A1,G3,G2,G2,A1,A1
https://github.com/pytorch/pytorch/issues/54087,C2,C1,G4,C1,G4,C2,C2
https://github.com/pytorch/pytorch/issues/75240,G5,F1,F1,F1,F1,F1,F1
https://github.com/pytorch/pytorch/issues/59998,C2,E1,C1,G1,G1,C1,C1
https://github.com/pytorch/pytorch/issues/72045,G2,A1,A1,A1,A1,A1,A1
https://github.com/pytorch/pytorch/issues/51080,B1,A3,A3,A3,A3,A3,A3
https://github.com/pytorch/pytorch/issues/90448,C2,G1,G4,C1,G4,C2,C2
https://github.com/pytorch/pytorch/issues/38122,C2,C2,C2,C2,B2,F2,C2
https://github.com/pytorch/pytorch/issues/68735,A4,A4,C1,A4,C1,A4,A4
https://github.com/pytorch/pytorch/issues/41661,G1,A3,A3,A3,A3,A3,A3
https://github.com/pytorch/pytorch/issues/48841,C2,C1,C1,C1,C1,C1,C1
https://github.com/pytorch/pytorch/issues/41486,B1,B1,B1,B1,B1,E3,B1
https://github.com/pytorch/pytorch/issues/34058,A3,C2,F1,C2,C2,C2,C2
https://github.com/pytorch/pytorch/issues/98140,G2,G2,C2,G2,G2,G2,G2
https://github.com/pytorch/pytorch/issues/36941,A1,A1,A1,A1,A1,C1,A1
https://github.com/pytorch/pytorch/issues/92311,F2,F2,F2,F2,C1,F2,F2
https://github.com/pytorch/pytorch/issues/55027,G2,G5,A4,A4,G2,G5,G2
https://github.com/pytorch/pytorch/issues/77527,B1,B1,B1,D1,B1,B1,B1
https://github.com/pytorch/pytorch/issues/36034,A3,F1,A3,A3,A3,C1,A3
https://github.com/pytorch/pytorch/issues/94772,C1,G5,C1,G2,G5,C1,C1
https://github.com/pytorch/pytorch/issues/80569,C2,C2,C2,G4,G4,C2,C2
https://github.com/pytorch/pytorch/issues/60158,G1,G3,B3,B3,B3,B3,B3
https://github.com/pytorch/pytorch/issues/100253,C2,G3,C2,G2,G3,G2,C2
https://github.com/pytorch/pytorch/issues/96755,F1,E3,E3,E3,F1,E3,E3
https://github.com/pytorch/pytorch/issues/39779,E1,A1,A1,B1,A1,A1,A1
https://github.com/pytorch/pytorch/issues/101397,C2,D2,C2,C2,G1,C2,C2
https://github.com/pytorch/pytorch/issues/65200,F2,F2,F2,G2,G2,F2,F2
https://github.com/pytorch/pytorch/issues/71613,C2,C2,C2,G4,C2,C2,C2
https://github.com/pytorch/pytorch/issues/52286,E1,C1,E1,E1,E1,E1,E1
https://github.com/pytorch/pytorch/issues/37449,B1,B1,B1,E3,B1,E3,B1
https://github.com/pytorch/pytorch/issues/54846,C1,C1,C1,C1,G5,C1,C1
https://github.com/pytorch/pytorch/issues/75619,C2,C2,G4,C2,G4,C2,C2
https://github.com/pytorch/pytorch/issues/75504,A4,G2,D1,A4,A4,A4,A4
https://github.com/pytorch/pytorch/issues/50042,F2,G5,F2,B3,F2,F2,F2
https://github.com/pytorch/pytorch/issues/36871,G5,F1,F1,C2,F1,F1,F1
https://github.com/pytorch/pytorch/issues/68407,D1,D1,G4,B1,G4,B1,D1
https://github.com/pytorch/pytorch/issues/32277,G5,G1,G5,C1,C1,G1,G5
https://github.com/pytorch/pytorch/issues/57459,B1,C1,C1,C1,C1,C1,C1
https://github.com/pytorch/pytorch/issues/70162,G3,A1,A1,A1,G2,A1,A1
https://github.com/pytorch/pytorch/issues/61920,B1,B1,A3,B1,B1,B1,B1
https://github.com/pytorch/pytorch/issues/92288,E3,E3,E3,G1,E3,E3,E3
https://github.com/pytorch/pytorch/issues/46983,C1,G1,C2,C2,G1,C1,C1
https://github.com/pytorch/pytorch/issues/31771,A1,C1,C1,C1,C1,C1,C1
https://github.com/pytorch/pytorch/issues/42239,G4,G4,G4,B2,G4,D1,G4
https://github.com/pytorch/pytorch/issues/37583,G1,G4,G4,G4,E2,G4,G4
https://github.com/pytorch/pytorch/issues/31758,D2,B1,B1,B1,B1,B1,B1
https://github.com/pytorch/pytorch/issues/47043,F1,C2,F1,F1,C2,F1,F1
https://github.com/pytorch/pytorch/issues/37022,A3,F2,A3,A3,A3,E3,A3
https://github.com/pytorch/pytorch/issues/36455,D1,D1,G4,D1,G4,D1,D1
https://github.com/pytorch/pytorch/issues/41865,E3,E1,E1,E3,E3,E3,E3
https://github.com/pytorch/pytorch/issues/70486,G4,G4,G4,G2,G2,G4,G4
https://github.com/pytorch/pytorch/issues/48049,B1,C1,B1,B1,B1,C1,B1
https://github.com/pytorch/pytorch/issues/88331,E2,E2,E2,F2,F2,E2,E2
https://github.com/pytorch/pytorch/issues/97041,G4,G1,G5,G1,G4,G1,G1
https://github.com/pytorch/pytorch/issues/32284,B1,B1,B1,G1,B1,B1,B1
https://github.com/pytorch/pytorch/issues/73187,B1,B1,B1,G4,G4,B1,B1
https://github.com/pytorch/pytorch/issues/36268,C2,G4,G4,G4,C2,G4,G4
https://github.com/pytorch/pytorch/issues/34431,A3,G4,G4,G1,A3,G4,G4
https://github.com/pytorch/pytorch/issues/52463,B1,B1,F2,G1,B1,B1,B1
https://github.com/pytorch/pytorch/issues/67239,F1,F1,C1,A1,F1,F1,F1
https://github.com/pytorch/pytorch/issues/88869,A3,A3,A3,A3,A3,G1,A3
https://github.com/pytorch/pytorch/issues/59517,A1,C2,A1,A1,A1,A1,A1
https://github.com/pytorch/pytorch/issues/77081,C2,F1,C2,C2,F1,C2,C2
https://github.com/pytorch/pytorch/issues/88659,E3,A1,A1,A1,A1,A1,A1
https://github.com/pytorch/pytorch/issues/58005,F2,F2,F2,B2,F2,F2,F2
https://github.com/pytorch/pytorch/issues/54752,C2,B1,B1,B1,B1,B1,B1
https://github.com/pytorch/pytorch/issues/36408,B1,B1,B1,B1,B2,B1,B1
https://github.com/pytorch/pytorch/issues/32860,B1,B1,G4,B1,A3,B1,B1
https://github.com/pytorch/pytorch/issues/81085,G3,G3,G3,G3,F1,G5,G3
https://github.com/pytorch/pytorch/issues/91165,B1,B1,E1,B1,B1,B1,B1
https://github.com/pytorch/pytorch/issues/43227,G4,G4,G4,G4,G4,B2,G4
https://github.com/pytorch/pytorch/issues/47900,A4,G3,C1,B1,G3,A4,A4
https://github.com/pytorch/pytorch/issues/66504,G4,G5,G4,G4,G5,G4,G4
https://github.com/pytorch/pytorch/issues/34294,C1,C1,D1,C1,C1,B3,C1
https://github.com/pytorch/pytorch/issues/87595,A4,A4,C1,G2,C1,G2,A4
https://github.com/pytorch/pytorch/issues/81185,F2,F2,F2,F2,F2,E2,F2
https://github.com/pytorch/pytorch/issues/59384,G1,G1,E2,G1,G1,G1,G1
https://github.com/pytorch/pytorch/issues/47112,A2,F2,F2,F2,F2,F2,F2
https://github.com/pytorch/pytorch/issues/32863,F2,F2,F2,F2,F2,G5,F2
https://github.com/pytorch/pytorch/issues/47116,A1,A1,A1,F1,D1,A1,A1
https://github.com/pytorch/pytorch/issues/33661,G5,G5,G5,G2,G2,G5,G5
https://github.com/pytorch/pytorch/issues/96937,G5,B1,B1,B1,B1,A2,B1
https://github.com/pytorch/pytorch/issues/97153,A1,A1,A1,G3,A1,A1,A1
https://github.com/pytorch/pytorch/issues/94883,G2,G5,F2,F2,G5,G2,G2
https://github.com/pytorch/pytorch/issues/106754,G4,G4,G2,G4,G4,G4,G4
https://github.com/pytorch/pytorch/issues/74424,E3,E3,E3,D1,E3,E3,E3
https://github.com/pytorch/pytorch/issues/67089,A4,G1,A1,G1,A1,G1,G1
https://github.com/pytorch/pytorch/issues/42415,A3,G2,G4,G2,G4,G2,G2
https://github.com/pytorch/pytorch/issues/67844,G4,A1,G4,G4,G4,G4,G4
https://github.com/pytorch/pytorch/issues/38024,A1,A4,A4,A4,A4,A4,A4
https://github.com/pytorch/pytorch/issues/112577,F2,F1,C2,A4,F1,F2,F2
https://github.com/pytorch/pytorch/issues/100075,F2,F2,F2,F2,F2,G4,F2
https://github.com/pytorch/pytorch/issues/61251,A1,C1,C1,C1,C1,C1,C1
https://github.com/pytorch/pytorch/issues/32369,A4,A4,B3,A4,A4,A4,A4
https://github.com/pytorch/pytorch/issues/41794,C1,C1,C1,B3,C1,F2,C1
https://github.com/pytorch/pytorch/issues/110597,C2,C2,C2,G4,G4,C2,C2
https://github.com/pytorch/pytorch/issues/112998,G4,G4,B2,G4,G4,G4,G4
https://github.com/pytorch/pytorch/issues/57744,C2,C2,C2,C2,C2,D1,C2
https://github.com/pytorch/pytorch/issues/54415,G5,G5,G4,G5,G4,G5,G5
https://github.com/pytorch/pytorch/issues/36921,F2,F2,F2,B3,F2,F2,F2
https://github.com/pytorch/pytorch/issues/70523,G5,B1,B1,B1,A2,B1,B1
https://github.com/pytorch/pytorch/issues/35561,E1,E1,E1,E1,E1,G3,E1
https://github.com/pytorch/pytorch/issues/80733,C2,G4,G4,B1,B1,G4,G4
https://github.com/pytorch/pytorch/issues/105514,G5,G2,B1,G2,B1,G2,G2
https://github.com/pytorch/pytorch/issues/99625,A1,E3,A1,A1,E3,A1,A1
https://github.com/pytorch/pytorch/issues/108269,G4,G4,G3,G4,G4,A1,G4
https://github.com/pytorch/pytorch/issues/69294,C2,G4,G4,G4,C2,G4,G4
https://github.com/pytorch/pytorch/issues/42815,B3,D2,D2,D2,D2,D2,D2
https://github.com/pytorch/pytorch/issues/44714,G4,G4,G4,D2,G4,A3,G4
https://github.com/pytorch/pytorch/issues/68739,C1,C1,C1,E2,C1,C1,C1
https://github.com/pytorch/pytorch/issues/44109,C1,C1,E1,E2,C1,C1,C1
https://github.com/pytorch/pytorch/issues/47599,F2,F2,F2,B2,F2,C2,F2
https://github.com/pytorch/pytorch/issues/50006,C2,C2,D2,C2,E3,C2,C2
https://github.com/pytorch/pytorch/issues/32703,A3,G4,C1,G1,G4,G1,G4
https://github.com/pytorch/pytorch/issues/32519,C1,C1,C1,C1,A4,C1,C1
https://github.com/pytorch/pytorch/issues/98688,B1,B1,F1,B1,G4,B1,B1
https://github.com/pytorch/pytorch/issues/75369,C2,B1,B1,B1,D2,B1,B1
https://github.com/pytorch/pytorch/issues/97409,B1,G4,F1,G4,G4,G4,G4
https://github.com/pytorch/pytorch/issues/80876,A4,E2,A4,A4,A4,A4,A4
https://github.com/pytorch/pytorch/issues/81665,G5,G5,G5,B3,G5,G5,G5
https://github.com/pytorch/pytorch/issues/109014,A1,A1,C2,A1,A1,A1,A1
https://github.com/pytorch/pytorch/issues/101267,A2,A2,A2,A2,C1,A2,A2
https://github.com/pytorch/pytorch/issues/59945,C1,C1,G2,C1,C1,C1,C1
https://github.com/pytorch/pytorch/issues/36493,F2,F2,F2,A4,F2,A2,F2
https://github.com/pytorch/pytorch/issues/113740,B1,B1,B1,F1,E3,B1,B1
https://github.com/pytorch/pytorch/issues/51026,F1,A3,A3,A3,A3,A3,A3
https://github.com/pytorch/pytorch/issues/33953,G4,G4,G4,G4,F1,G4,G4
https://github.com/pytorch/pytorch/issues/84488,F2,A3,A4,F2,F2,F2,F2
https://github.com/pytorch/pytorch/issues/42258,C2,C2,C2,C2,E3,B3,C2
https://github.com/pytorch/pytorch/issues/60892,C1,C1,C1,C1,C1,G3,C1
https://github.com/pytorch/pytorch/issues/83149,E2,F2,F2,F2,F2,F2,F2
https://github.com/pytorch/pytorch/issues/44378,G4,G4,G4,F1,G4,G4,G4
https://github.com/pytorch/pytorch/issues/103117,C2,C2,C2,C2,C2,G1,C2
https://github.com/pytorch/pytorch/issues/63139,A1,A1,G4,A1,G4,A1,A1
https://github.com/pytorch/pytorch/issues/42125,B1,D2,B1,F2,B1,B1,B1
https://github.com/pytorch/pytorch/issues/47776,B1,B1,B1,B1,A1,B1,B1
https://github.com/pytorch/pytorch/issues/53336,C1,G5,C1,C1,C1,B2,C1
https://github.com/pytorch/pytorch/issues/54245,A4,B2,A4,A4,A4,A4,A4
https://github.com/pytorch/pytorch/issues/109312,A3,A3,G4,G2,G4,A3,A3
https://github.com/pytorch/pytorch/issues/47050,F1,C2,F1,G4,F1,G5,F1
https://github.com/pytorch/pytorch/issues/65473,G4,G4,G4,G4,G4,A3,G4
https://github.com/pytorch/pytorch/issues/46380,B1,B1,B1,F1,B1,B1,B1
https://github.com/pytorch/pytorch/issues/49998,C1,C1,C1,C1,A3,C1,C1
https://github.com/pytorch/pytorch/issues/46242,C2,C2,C2,G2,G2,C2,C2
https://github.com/pytorch/pytorch/issues/38910,B1,A2,B1,B1,B1,B1,B1
https://github.com/pytorch/pytorch/issues/37996,G4,G5,G4,G4,G4,G4,G4
https://github.com/pytorch/pytorch/issues/42896,F2,C2,F2,F2,C2,F2,F2
https://github.com/pytorch/pytorch/issues/63224,F2,F2,F2,F2,F2,F2,F2
https://github.com/pytorch/pytorch/issues/35600,B1,B1,B1,B1,B1,B1,B1
https://github.com/pytorch/pytorch/issues/66072,F1,F1,F1,F1,F1,F1,F1
https://github.com/pytorch/pytorch/issues/38889,F1,F1,F1,F1,F1,F1,F1
https://github.com/pytorch/pytorch/issues/76401,A1,A1,A1,A1,A1,A1,A1
https://github.com/pytorch/pytorch/issues/96813,E2,E2,E2,E2,E2,E2,E2
https://github.com/pytorch/pytorch/issues/41474,G4,G2,G4,G4,G2,G4,G4
https://github.com/pytorch/pytorch/issues/88868,C1,C1,C1,C1,C1,C1,C1
https://github.com/pytorch/pytorch/issues/85939,B1,B1,B1,B1,B1,B1,B1
https://github.com/pytorch/pytorch/issues/83500,A4,A4,A4,G1,G1,A4,A4
https://github.com/pytorch/pytorch/issues/63583,A4,F1,A4,A4,F1,A4,A4
https://github.com/pytorch/pytorch/issues/53368,D1,D1,D1,D1,D1,D1,D1
https://github.com/pytorch/pytorch/issues/46155,F2,F2,F2,F2,F2,F2,F2
https://github.com/pytorch/pytorch/issues/33103,A1,A1,A1,A1,A1,A1,A1
https://github.com/pytorch/pytorch/issues/116276,A3,A3,A3,A3,A3,A3,A3
https://github.com/pytorch/pytorch/issues/33016,A4,A4,A4,A4,A4,A4,A4
https://github.com/pytorch/pytorch/issues/32898,G4,G4,G4,G4,G4,G4,G4
https://github.com/pytorch/pytorch/issues/32500,A3,F2,F2,F2,A3,F2,F2
https://github.com/pytorch/pytorch/issues/38716,F2,F2,F2,F2,F2,F2,F2
https://github.com/pytorch/pytorch/issues/85427,G2,A4,A3,A4,G2,A3,G2
https://github.com/pytorch/pytorch/issues/90170,G5,G5,G5,G5,G5,G5,G5
https://github.com/pytorch/pytorch/issues/54404,E1,E1,E1,E1,E1,E1,E1
https://github.com/pytorch/pytorch/issues/82528,B1,B1,B1,B1,B1,B1,B1
https://github.com/pytorch/pytorch/issues/32008,B1,B1,B1,B1,B1,B1,B1
https://github.com/pytorch/pytorch/issues/32520,F2,F2,F2,F2,F2,F2,F2
https://github.com/pytorch/pytorch/issues/74139,G5,G5,G5,G5,G5,G5,G5
https://github.com/pytorch/pytorch/issues/72653,A4,A4,A4,G4,G4,A4,A4
https://github.com/pytorch/pytorch/issues/49559,A1,A1,A1,A1,A1,A1,A1
https://github.com/pytorch/pytorch/issues/33899,B1,B1,B1,B1,B1,B1,B1
https://github.com/pytorch/pytorch/issues/33651,F2,F2,F2,F2,F2,F2,F2
https://github.com/pytorch/pytorch/issues/62269,A2,A2,A2,A2,A2,A2,A2
https://github.com/pytorch/pytorch/issues/65392,F2,F2,F2,F2,F2,F2,F2
https://github.com/pytorch/pytorch/issues/92164,F1,F1,F1,F1,F1,F1,F1
https://github.com/pytorch/pytorch/issues/93940,C2,C2,C1,G4,C1,G4,C2
https://github.com/pytorch/pytorch/issues/82966,C2,G4,C2,G1,G4,C2,C2
https://github.com/pytorch/pytorch/issues/109709,G2,G4,A4,G2,A4,G2,G2
https://github.com/pytorch/pytorch/issues/97712,B1,B1,B1,B1,B1,B1,B1
https://github.com/pytorch/pytorch/issues/93470,G3,G5,G3,G4,G5,G3,G3
https://github.com/pytorch/pytorch/issues/91547,B3,B3,B3,B3,B3,B3,B3
https://github.com/pytorch/pytorch/issues/90375,G5,G5,B1,G5,B1,G5,G5
https://github.com/pytorch/pytorch/issues/80489,A3,A3,A3,G4,G4,A3,A3
https://github.com/pytorch/pytorch/issues/57416,C2,F1,F1,F1,C2,F1,F1
https://github.com/pytorch/pytorch/issues/50873,A3,B1,A3,A3,B1,A3,A3
https://github.com/pytorch/pytorch/issues/82894,G4,G4,G4,G4,G4,G4,G4
https://github.com/pytorch/pytorch/issues/40973,B1,B1,B1,B1,B1,B1,B1
https://github.com/pytorch/pytorch/issues/54789,F2,C2,F2,F2,C2,F2,F2
https://github.com/pytorch/pytorch/issues/53237,C1,C1,C1,C1,C1,C1,C1
https://github.com/pytorch/pytorch/issues/84022,E1,E1,E1,E1,E1,E1,E1
https://github.com/pytorch/pytorch/issues/99519,F2,F2,F2,F2,F2,F2,F2
https://github.com/pytorch/pytorch/issues/79609,F2,F2,F2,F2,F2,F2,F2
https://github.com/pytorch/pytorch/issues/68868,F2,F2,F2,F2,F2,F2,F2
https://github.com/pytorch/pytorch/issues/34907,C1,C1,C1,C1,C1,C1,C1
https://github.com/pytorch/pytorch/issues/38385,B1,B1,B1,B1,B1,B1,B1
https://github.com/pytorch/pytorch/issues/32270,G5,G5,G5,G2,G2,G5,G5
https://github.com/pytorch/pytorch/issues/33292,A1,A1,A1,A1,A1,A1,A1
https://github.com/pytorch/pytorch/issues/36939,G5,C1,C1,C1,G5,C1,C1
https://github.com/pytorch/pytorch/issues/55735,C2,C2,C2,C2,C2,C2,C2
https://github.com/pytorch/pytorch/issues/48573,A4,A4,A4,A4,A4,A4,A4
https://github.com/pytorch/pytorch/issues/74188,B1,B1,B1,B1,B1,B1,B1
https://github.com/pytorch/pytorch/issues/45403,B1,B1,B1,B1,B1,B1,B1
https://github.com/pytorch/pytorch/issues/38913,C1,C1,C1,G2,G2,C1,C1
https://github.com/pytorch/pytorch/issues/76113,C2,C1,C1,C1,C2,C1,C1
https://github.com/pytorch/pytorch/issues/63486,A4,A4,A4,F2,F2,A4,A4
https://github.com/pytorch/pytorch/issues/74400,C1,C2,C2,G5,C1,G5,C1
https://github.com/pytorch/pytorch/issues/114750,G4,G2,G4,G4,G2,G4,G4
https://github.com/pytorch/pytorch/issues/104439,F2,F2,F2,F2,F2,F2,F2
https://github.com/pytorch/pytorch/issues/100690,A3,A3,A3,A3,A3,A3,A3
https://github.com/pytorch/pytorch/issues/95606,B3,B3,B3,B3,B3,B3,B3
https://github.com/pytorch/pytorch/issues/92925,G2,G4,G4,G4,G2,G4,G4
https://github.com/pytorch/pytorch/issues/89677,G4,G4,G4,G4,G4,G4,G4
https://github.com/pytorch/pytorch/issues/82428,A4,A4,A4,A4,A4,A4,A4
https://github.com/pytorch/pytorch/issues/81198,A4,A3,G1,C1,G1,A3,A3
https://github.com/pytorch/pytorch/issues/60839,C2,C2,C2,C2,C2,C2,C2
https://github.com/pytorch/pytorch/issues/71674,C1,C1,C1,G5,G5,C1,C1
https://github.com/pytorch/pytorch/issues/62237,C1,C1,C1,C1,C1,C1,C1
https://github.com/pytorch/pytorch/issues/43874,C1,C1,C1,G2,G2,C1,C1
https://github.com/pytorch/pytorch/issues/38228,B3,G4,C2,G4,B3,G4,G4
https://github.com/pytorch/pytorch/issues/37306,C1,C1,C2,C2,C1,C2,C1
https://github.com/pytorch/pytorch/issues/36466,G5,G5,G5,G5,G5,G5,G5
https://github.com/pytorch/pytorch/issues/33613,B1,B1,B1,B1,B1,B1,B1
https://github.com/pytorch/pytorch/issues/32507,C1,C1,C1,C1,C1,C1,C1
https://github.com/pytorch/pytorch/issues/45136,C1,C1,C1,C1,C1,C1,C1
https://github.com/pytorch/pytorch/issues/62793,A3,C1,C1,G2,G2,A3,A3
https://github.com/pytorch/pytorch/issues/53178,F1,F1,F1,F1,F1,F1,F1
https://github.com/pytorch/pytorch/issues/114464,C2,C1,C2,G4,C1,G4,C2
https://github.com/pytorch/pytorch/issues/80735,E1,E1,E1,F2,E1,E1,E1
https://github.com/pytorch/pytorch/issues/77562,E1,G2,G2,G2,E1,G2,G2
https://github.com/pytorch/pytorch/issues/73010,D1,G3,D1,D1,G3,D1,D1
https://github.com/pytorch/pytorch/issues/60187,A4,A4,A4,A4,A4,A4,A4
https://github.com/pytorch/pytorch/issues/48900,F2,F2,F2,F2,F2,F2,F2
https://github.com/pytorch/pytorch/issues/36870,A4,G1,G5,G4,G1,G4,G1
https://github.com/pytorch/pytorch/issues/56922,B1,B1,B1,B1,B1,B1,B1
https://github.com/pytorch/pytorch/issues/61096,C2,C2,C2,C2,C2,C2,C2
